12	111679354	111680124	.	1000	.	69.12840	-1	-1	341	5.00	5.00	111679372	111679929	26.67380	330	111679354	111680124	42.45460	335
2	145744911	145745607	.	1000	.	68.72170	-1	-1	284	5.00	5.00	145744969	145745515	29.98720	220	145744911	145745607	38.73450	290
7	27878708	27879871	.	1000	.	68.64135	-1	-1	825	5.00	5.00	27879314	27879782	27.68630	217	27878708	27879871	40.95505	485
10	79744212	79744983	.	1000	.	68.35110	-1	-1	403	5.00	5.00	79744217	79744983	30.89620	397	79744212	79744897	37.45490	404
3	68951846	68952456	.	1000	.	67.79060	-1	-1	338	5.00	5.00	68951985	68952422	30.24820	200	68951846	68952456	37.54240	337
16	11071875	11072533	.	1000	.	67.76790	-1	-1	362	5.00	5.00	11071922	11072482	33.92600	315	11071875	11072533	33.84190	362
2	18061023	18061968	.	1000	.	67.28379	-1	-1	308	5.00	5.00	18061080	18061864	30.01609	465	18061023	18061968	37.26770	521
6	71885508	71886552	.	1000	.	67.25830	-1	-1	260	5.00	5.00	71885522	71886512	33.93950	527	71885508	71886552	33.31880	534
6	83085624	83086490	.	1000	.	66.72090	-1	-1	437	5.00	5.00	83085816	83086319	29.25650	247	83085624	83086490	37.46440	436
10	128641080	128641650	.	1000	.	66.20960	-1	-1	299	5.00	5.00	128641153	128641619	28.11250	220	128641080	128641650	38.09710	305
4	117146341	117146965	.	1000	.	66.08390	-1	-1	344	5.00	5.00	117146374	117146933	26.48540	310	117146341	117146965	39.59850	345
8	84293140	84293825	.	1000	.	65.76880	-1	-1	272	5.00	5.00	84293179	84293701	28.89630	229	84293140	84293825	36.87250	276
7	24936850	24938319	.	1000	.	65.64919	-1	-1	1156	5.00	5.00	24936947	24938319	30.46679	708	24936850	24938290	35.18240	816
8	72044384	72045464	.	1000	.	65.62060	-1	-1	580	5.00	5.00	72044529	72045357	27.58930	445	72044384	72045464	38.03130	576
5	124563089	124564439	.	1000	.	65.25730	-1	-1	613	5.00	5.00	124563516	124564405	27.99150	409	124563089	124564439	37.26580	835
19	12772727	12774103	.	1000	.	64.35110	-1	-1	362	5.00	5.00	12772875	12773984	30.23510	505	12772727	12774103	34.11600	645
3	37473155	37474672	.	1000	.	63.04081	-1	-1	239	5.00	5.00	37473156	37474660	27.75937	754	37473155	37474672	35.28144	778
9	124195225	124196846	.	1000	.	62.83760	-1	-1	779	5.00	5.00	124195251	124196825	26.72008	833	124195225	124196846	36.11752	762
8	96533807	96534932	.	1000	.	62.81480	-1	-1	326	5.00	5.00	96533876	96534893	28.07750	548	96533807	96534932	34.73730	617
14	4230143	4231619	.	1000	.	62.71091	-1	-1	1183	5.00	5.00	4230143	4231574	28.51871	822	4230160	4231619	34.19220	732
11	101332911	101333555	.	1000	.	61.54890	-1	-1	289	5.00	5.00	101332946	101333472	29.70490	251	101332911	101333555	31.84400	292
8	84698819	84699641	.	1000	.	61.00760	-1	-1	395	5.00	5.00	84698877	84699641	28.44460	315	84698819	84699610	32.56300	417
15	27630364	27631291	.	1000	.	60.98170	-1	-1	460	5.00	5.00	27630603	27631227	25.25170	227	27630364	27631291	35.73000	454
15	36608122	36610148	.	1000	.	60.88541	-1	-1	1749	5.00	5.00	36608122	36610073	29.70562	355	36608155	36610148	31.17979	814
10	128509586	128510214	.	1000	.	60.23530	-1	-1	352	5.00	5.00	128509706	128510212	30.86220	232	128509586	128510214	29.37310	352
10	77457852	77458488	.	1000	.	60.17110	-1	-1	269	5.00	5.00	77457870	77458355	25.30060	252	77457852	77458488	34.87050	269
5	121756738	121757336	.	1000	.	59.72380	-1	-1	352	5.00	5.00	121756836	121757308	23.35780	256	121756738	121757336	36.36600	350
8	110292158	110292801	.	1000	.	59.46120	-1	-1	251	5.00	5.00	110292175	110292640	28.56210	242	110292158	110292801	30.89910	243
17	46471514	46472124	.	1000	.	59.31010	-1	-1	300	5.00	5.00	46471538	46472124	26.84550	270	46471514	46472029	32.46460	306
5	130250906	130251482	.	1000	.	58.04630	-1	-1	237	5.00	5.00	130250906	130251414	26.72080	241	130250914	130251482	31.32550	225
4	109137161	109137747	.	1000	.	57.34630	-1	-1	231	5.00	5.00	109137181	109137705	25.13780	212	109137161	109137747	32.20850	230
4	156389860	156391574	.	1000	.	57.25403	-1	-1	775	5.00	5.00	156389933	156391210	23.62170	868	156389860	156391574	33.63233	1155
5	69713933	69714629	.	1000	.	57.20780	-1	-1	336	5.00	5.00	69714025	69714538	26.07440	249	69713933	69714629	31.13340	331
13	43551625	43552170	.	1000	.	56.82430	-1	-1	224	5.00	5.00	43551681	43552113	24.71690	165	43551625	43552170	32.10740	228
7	105289407	105290052	.	1000	.	56.51050	-1	-1	291	5.00	5.00	105289411	105289952	25.93550	284	105289407	105290052	30.57500	295
17	66191644	66192418	.	1000	.	56.47120	-1	-1	341	5.00	5.00	66191770	66192353	25.70160	214	66191644	66192418	30.76960	342
3	86049684	86050201	.	1000	.	56.11580	-1	-1	291	5.00	5.00	86049706	86050167	23.19140	266	86049684	86050201	32.92440	295
7	127111014	127112484	.	1000	.	56.09056	-1	-1	1193	5.00	5.00	127111014	127112484	22.22671	871	127111048	127112415	33.86385	717
5	31359099	31360060	.	1000	.	55.89980	-1	-1	244	5.00	5.00	31359116	31359916	26.73150	409	31359099	31360060	29.16830	423
8	123791827	123792589	.	1000	.	55.89510	-1	-1	357	5.00	5.00	123791947	123792499	26.53880	228	123791827	123792589	29.35630	366
16	45563007	45563562	.	1000	.	55.77030	-1	-1	301	5.00	5.00	45563051	45563559	27.01020	265	45563007	45563562	28.76010	293
15	80118022	80118687	.	1000	.	55.49200	-1	-1	236	5.00	5.00	80118027	80118576	25.99940	235	80118022	80118687	29.49260	232
17	56562877	56564815	.	1000	.	55.35539	-1	-1	208	5.00	5.00	56562880	56564645	21.45710	380	56562877	56564815	33.89829	1007
4	152017876	152018609	.	1000	.	55.33730	-1	-1	294	5.00	5.00	152017932	152018445	26.19400	243	152017876	152018609	29.14330	290
5	135215635	135216625	.	1000	.	55.16590	-1	-1	346	5.00	5.00	135215648	135216542	18.55560	352	135215635	135216625	36.61030	511
19	21629972	21630974	.	1000	.	54.99656	-1	-1	298	5.00	5.00	21630069	21630715	22.33546	310	21629972	21630974	32.66110	419
5	123858692	123859288	.	1000	.	54.98720	-1	-1	362	5.00	5.00	123858737	123859288	28.95710	319	123858692	123859274	26.03010	360
8	86281419	86282276	.	1000	.	54.97690	-1	-1	565	5.00	5.00	86281455	86282276	28.64680	333	86281419	86282261	26.33010	563
9	117869267	117870195	.	1000	.	54.91400	-1	-1	626	5.00	5.00	117869349	117870183	26.40080	355	117869267	117870195	28.51320	455
3	90161213	90162167	.	1000	.	54.85710	-1	-1	293	5.00	5.00	90161240	90162167	27.25080	271	90161213	90162166	27.60630	289
5	134204788	134206116	.	1000	.	54.82872	-1	-1	827	5.00	5.00	134204991	134205846	28.28512	399	134204788	134206116	26.54360	829
5	31683809	31684644	.	1000	.	54.77530	-1	-1	395	5.00	5.00	31683816	31684415	22.85660	385	31683809	31684644	31.91870	398
1	63215375	63216462	.	1000	.	54.56280	-1	-1	770	5.00	5.00	63215418	63216401	27.16360	733	63215375	63216462	27.39920	764
9	110162190	110162904	.	1000	.	53.88850	-1	-1	243	5.00	5.00	110162208	110162904	23.54230	215	110162190	110162804	30.34620	254
X	100265727	100266459	.	1000	.	53.71595	-1	-1	513	5.00	5.00	100265727	100266413	25.65415	307	100265850	100266459	28.06180	392
3	8988507	8989099	.	1000	.	53.65170	-1	-1	335	5.00	5.00	8988537	8989099	23.27480	310	8988507	8989073	30.37690	331
11	84070218	84070972	.	1000	.	53.55650	-1	-1	270	5.00	5.00	84070218	84070764	21.38270	265	84070219	84070972	32.17380	274
10	93983610	93984440	.	1000	.	53.24590	-1	-1	313	5.00	5.00	93983648	93984298	24.78450	276	93983610	93984440	28.46140	312
7	15831990	15832625	.	1000	.	52.72920	-1	-1	265	5.00	5.00	15832014	15832567	22.98050	235	15831990	15832625	29.74870	272
18	77861213	77862431	.	1000	.	52.66530	-1	-1	386	5.00	5.00	77861352	77862348	22.95940	602	77861213	77862431	29.70590	665
10	127871120	127872255	.	1000	.	52.61543	-1	-1	287	5.00	5.00	127871169	127871644	20.63610	247	127871120	127872255	31.97933	630
19	4806120	4807064	.	1000	.	52.51010	-1	-1	351	5.00	5.00	4806172	4806750	23.35780	300	4806120	4807064	29.15230	350
9	114762441	114763424	.	1000	.	52.49840	-1	-1	620	5.00	5.00	114762702	114763289	25.09610	355	114762441	114763424	27.40230	625
6	113022651	113023483	.	1000	.	52.49330	-1	-1	564	5.00	5.00	113022752	113023481	22.43930	474	113022651	113023483	30.05400	554
11	106679051	106680272	.	1000	.	51.95858	-1	-1	349	5.00	5.00	106679201	106680249	23.56156	440	106679051	106680272	28.39702	622
3	130523674	130524352	.	1000	.	51.85580	-1	-1	371	5.00	5.00	130523705	130524289	23.99950	341	130523674	130524352	27.85630	370
8	124204361	124205043	.	1000	.	51.84040	-1	-1	316	5.00	5.00	124204361	124204920	24.85100	310	124204384	124205043	26.98940	300
5	30437162	30437940	.	1000	.	51.78060	-1	-1	294	5.00	5.00	30437188	30437915	24.16460	261	30437162	30437940	27.61600	301
11	96867929	96869107	.	1000	.	51.61811	-1	-1	885	5.00	5.00	96867968	96868994	19.59271	602	96867929	96869107	32.02540	640
17	13210622	13211690	.	1000	.	51.57670	-1	-1	765	5.00	5.00	13210622	13211690	20.43180	785	13210724	13211662	31.14490	644
2	84545004	84546077	.	1000	.	51.55977	-1	-1	668	5.00	5.00	84545087	84546014	24.32161	382	84545004	84546077	27.23816	484
10	80457885	80459145	.	1000	.	51.51384	-1	-1	501	5.00	5.00	80458026	80459145	23.96726	609	80457885	80459094	27.54658	774
7	120276430	120277383	.	1000	.	51.24440	-1	-1	291	5.00	5.00	120276471	120277379	21.21330	467	120276430	120277383	30.03110	494
18	46730421	46730987	.	1000	.	51.14790	-1	-1	253	5.00	5.00	46730421	46730845	26.05770	248	46730445	46730987	25.09020	234
3	96079417	96080130	.	1000	.	51.13320	-1	-1	394	5.00	5.00	96079535	96080117	22.79940	272	96079417	96080130	28.33380	399
7	5017224	5018738	.	1000	.	51.10964	-1	-1	569	5.00	5.00	5017447	5018627	23.89294	648	5017224	5018738	27.21670	858
6	124985646	124986822	.	1000	.	51.09565	-1	-1	382	5.00	5.00	124985789	124986802	23.39001	522	124985646	124986822	27.70564	685
1	177623761	177624587	.	1000	.	50.97140	-1	-1	531	5.00	5.00	177623822	177624546	25.28280	480	177623761	177624587	25.68860	521
14	78774099	78774735	.	1000	.	50.93890	-1	-1	332	5.00	5.00	78774178	78774735	23.66930	260	78774099	78774727	27.26960	326
10	78079956	78080824	.	1000	.	50.57410	-1	-1	216	5.00	5.00	78079969	78080823	24.33420	407	78079956	78080824	26.23990	426
4	117407247	117407974	.	1000	.	50.43000	-1	-1	275	5.00	5.00	117407250	117407806	21.94240	278	117407247	117407974	28.48760	269
13	55718759	55719218	.	1000	.	50.40350	-1	-1	204	5.00	5.00	55718776	55719218	23.97230	187	55718759	55719216	26.43120	205
1	150268346	150269343	.	1000	.	50.36700	-1	-1	297	5.00	5.00	150268415	150269280	18.13140	255	150268346	150269343	32.23560	462
9	55418742	55419869	.	1000	.	50.35691	-1	-1	464	5.00	5.00	55418923	55419775	21.98411	484	55418742	55419869	28.37280	646
11	3239541	3240214	.	1000	.	50.34830	-1	-1	315	5.00	5.00	3239589	3240134	26.28670	273	3239541	3240214	24.06160	309
4	140688229	140689286	.	1000	.	50.26954	-1	-1	361	5.00	5.00	140688336	140688800	18.76760	259	140688229	140689286	31.50194	648
1	93405855	93406962	.	1000	.	50.23068	-1	-1	719	5.00	5.00	93405877	93406760	23.43068	434	93405855	93406962	26.80000	470
12	104718226	104718722	.	1000	.	50.16690	-1	-1	185	5.00	5.00	104718240	104718722	21.73510	175	104718226	104718669	28.43180	182
7	99770343	99771053	.	1000	.	49.97690	-1	-1	375	5.00	5.00	99770493	99770922	20.89670	223	99770343	99771053	29.08020	377
6	113303566	113304122	.	1000	.	49.62660	-1	-1	248	5.00	5.00	113303566	113304122	23.01390	256	113303581	113304019	26.61270	225
18	36812097	36812869	.	1000	.	49.37660	-1	-1	446	5.00	5.00	36812257	36812824	24.17290	282	36812097	36812869	25.20370	450
7	7301450	7302800	.	1000	.	49.26622	-1	-1	1108	5.00	5.00	7302287	7302800	15.15100	278	7301450	7302790	34.11522	677
10	95350577	95351253	.	1000	.	49.17740	-1	-1	301	5.00	5.00	95350642	95351253	24.53840	239	95350577	95351229	24.63900	299
7	15679581	15680140	.	1000	.	48.94200	-1	-1	270	5.00	5.00	15679618	15680078	20.42710	228	15679581	15680140	28.51490	275
13	59917022	59918070	.	1000	.	48.93708	-1	-1	703	5.00	5.00	59917169	59917960	19.39073	340	59917022	59918070	29.54635	450
11	120674813	120675523	.	1000	.	48.93640	-1	-1	269	5.00	5.00	120674820	120675474	23.06720	261	120674813	120675523	25.86920	271
7	19448952	19450252	.	1000	.	48.84920	-1	-1	577	5.00	5.00	19448952	19450175	21.34870	578	19448955	19450252	27.50050	587
1	178014806	178015560	.	1000	.	48.57850	-1	-1	250	5.00	5.00	178014850	178015324	21.25670	213	178014806	178015560	27.32180	243
14	58035336	58036265	.	1000	.	48.54440	-1	-1	342	5.00	5.00	58035446	58036118	26.67380	227	58035336	58036265	21.87060	347
1	9770436	9771126	.	1000	.	48.45630	-1	-1	385	5.00	5.00	9770553	9771110	19.87640	266	9770436	9771126	28.57990	387
9	99450418	99451184	.	1000	.	48.26150	-1	-1	428	5.00	5.00	99450493	99451104	21.05940	372	99450418	99451184	27.20210	410
10	82458542	82459619	.	1000	.	48.15806	-1	-1	724	5.00	5.00	82458542	82459552	23.69951	507	82458585	82459619	24.45855	546
15	57939246	57940263	.	1000	.	48.15330	-1	-1	443	5.00	5.00	57939366	57940098	22.24550	324	57939246	57940263	25.90780	443
10	128138808	128139679	.	1000	.	48.03849	-1	-1	554	5.00	5.00	128138851	128139605	24.18089	309	128138808	128139679	23.85760	547
19	11889293	11890437	.	1000	.	47.96635	-1	-1	480	5.00	5.00	11889539	11890437	22.68295	486	11889293	11890366	25.28340	471
5	142353043	142353720	.	1000	.	47.94490	-1	-1	298	5.00	5.00	142353043	142353665	20.06590	290	142353058	142353720	27.87900	292
11	102298267	102299678	.	1000	.	47.88218	-1	-1	190	5.00	5.00	102298272	102299215	20.75096	382	102298267	102299678	27.13122	392
8	80365554	80366544	.	1000	.	47.78340	-1	-1	327	5.00	5.00	80365579	80366406	20.66040	298	80365554	80366544	27.12300	332
4	116565308	116566003	.	1000	.	47.76090	-1	-1	372	5.00	5.00	116565388	116565888	21.97050	289	116565308	116566003	25.79040	375
8	46616441	46617007	.	1000	.	47.72090	-1	-1	278	5.00	5.00	46616472	46616958	23.85980	242	46616441	46617007	23.86110	284
12	55126775	55127490	.	1000	.	47.71410	-1	-1	355	5.00	5.00	55126825	55127483	18.12900	312	55126775	55127490	29.58510	348
15	81755844	81756919	.	1000	.	47.68070	-1	-1	533	5.00	5.00	81755899	81756889	21.79200	404	81755844	81756919	25.88870	505
10	116416915	116417810	.	1000	.	47.67440	-1	-1	521	5.00	5.00	116417003	116417732	21.66480	428	116416915	116417810	26.00960	527
7	109660369	109661537	.	1000	.	47.61272	-1	-1	460	5.00	5.00	109660451	109661456	17.87650	594	109660369	109661537	29.73622	653
11	78426824	78427396	.	1000	.	47.57550	-1	-1	319	5.00	5.00	78426862	78427355	21.38270	283	78426824	78427396	26.19280	318
9	63284790	63285424	.	1000	.	47.37620	-1	-1	307	5.00	5.00	63284808	63285424	20.71250	285	63284790	63285403	26.66370	311
17	34250346	34251714	.	1000	.	47.34063	-1	-1	312	5.00	5.00	34250405	34251714	18.90072	827	34250346	34251667	28.43991	664
14	75991502	75992268	.	1000	.	47.29900	-1	-1	524	5.00	5.00	75991502	75992246	21.48520	529	75991513	75992268	25.81380	508
16	95928665	95929630	.	1000	.	47.27340	-1	-1	494	5.00	5.00	95928770	95929488	19.17860	385	95928665	95929630	28.09480	498
16	56941361	56942410	.	1000	.	47.18916	-1	-1	604	5.00	5.00	56941423	56942304	23.12306	326	56941361	56942410	24.06610	605
16	11140360	11140961	.	1000	.	47.14050	-1	-1	343	5.00	5.00	11140437	11140961	19.71030	267	11140360	11140959	27.43020	343
11	116089566	116090383	.	1000	.	47.04334	-1	-1	240	5.00	5.00	116089581	116090287	19.94524	356	116089566	116090383	27.09810	352
19	44994468	44995261	.	1000	.	46.85500	-1	-1	447	5.00	5.00	44994604	44995142	15.84990	299	44994468	44995261	31.00510	459
7	4918038	4918724	.	1000	.	46.84650	-1	-1	320	5.00	5.00	4918131	4918654	22.04440	233	4918038	4918724	24.80210	314
3	58432972	58433816	.	1000	.	46.67270	-1	-1	443	5.00	5.00	58433106	58433653	18.35260	321	58432972	58433816	28.32010	431
11	87482472	87483137	.	1000	.	46.65850	-1	-1	253	5.00	5.00	87482509	87483030	21.54310	217	87482472	87483137	25.11540	253
1	34478282	34479065	.	1000	.	46.56467	-1	-1	327	5.00	5.00	34478386	34479065	24.21437	375	34478282	34478996	22.35030	344
17	24021637	24022586	.	1000	.	46.55705	-1	-1	312	5.00	5.00	24021762	24022586	20.55905	465	24021637	24022556	25.99800	330
12	65012207	65012779	.	1000	.	46.43750	-1	-1	238	5.00	5.00	65012238	65012690	21.11060	220	65012207	65012779	25.32690	226
3	89325544	89326237	.	1000	.	46.41930	-1	-1	326	5.00	5.00	89325599	89326076	20.49750	259	89325544	89326237	25.92180	338
1	167135978	167136633	.	1000	.	46.33150	-1	-1	295	5.00	5.00	167136092	167136633	21.63020	191	167135978	167136594	24.70130	286
18	40352164	40352709	.	1000	.	46.31850	-1	-1	283	5.00	5.00	40352212	40352709	17.88190	249	40352164	40352689	28.43660	270
14	87653233	87654464	.	1000	.	46.30351	-1	-1	207	5.00	5.00	87653260	87654395	19.12443	220	87653233	87654464	27.17908	649
15	102111438	102112293	.	1000	.	46.19780	-1	-1	610	5.00	5.00	102111438	102112266	19.18120	612	102111532	102112293	27.01660	514
15	99870201	99871221	.	1000	.	46.10580	-1	-1	451	5.00	5.00	99870201	99871180	20.63610	450	99870357	99871221	25.46970	297
2	26127093	26127607	.	1000	.	46.06720	-1	-1	272	5.00	5.00	26127137	26127607	18.56600	227	26127093	26127602	27.50120	274
11	106163535	106164315	.	1000	.	45.91270	-1	-1	480	5.00	5.00	106163702	106164261	18.89500	324	106163535	106164315	27.01770	469
4	3835390	3835923	.	1000	.	45.83030	-1	-1	294	5.00	5.00	3835466	3835899	21.34280	220	3835390	3835923	24.48750	292
4	129355119	129355778	.	1000	.	45.71170	-1	-1	301	5.00	5.00	129355202	129355656	21.34700	222	129355119	129355778	24.36470	297
2	34661307	34662256	.	1000	.	45.49260	-1	-1	519	5.00	5.00	34661579	34662256	20.29780	231	34661307	34662218	25.19480	536
17	57071367	57072410	.	1000	.	45.45412	-1	-1	406	4.67	5.00	57071521	57072374	27.65972	422	57071367	57072410	17.79440	318
9	109704280	109705059	.	1000	.	45.31308	-1	-1	183	5.00	5.00	109704282	109704847	17.80670	168	109704280	109705059	27.50638	396
6	94476946	94477610	.	1000	.	45.26190	-1	-1	379	5.00	5.00	94477081	94477576	17.68260	237	94476946	94477610	27.57930	386
1	74544901	74545842	.	1000	.	45.26160	-1	-1	474	5.00	5.00	74545032	74545673	20.85410	337	74544901	74545842	24.40750	481
9	86903800	86904353	.	1000	.	45.24440	-1	-1	293	5.00	5.00	86903800	86904311	20.32270	292	86903879	86904353	24.92170	215
9	115139300	115140203	.	1000	.	45.22000	-1	-1	457	4.73	5.00	115139405	115140167	27.32980	363	115139300	115140203	17.89020	607
2	34296543	34297245	.	1000	.	45.08480	-1	-1	345	5.00	5.00	34296688	34297228	21.52250	212	34296543	34297245	23.56230	333
4	142938786	142939609	.	1000	.	45.06280	-1	-1	549	5.00	5.00	142939084	142939574	23.56960	253	142938786	142939609	21.49320	548
5	3852716	3853511	.	1000	.	45.05210	-1	-1	411	5.00	5.00	3852727	3853399	20.97940	391	3852716	3853511	24.07270	420
11	61820501	61821330	.	1000	.	45.05040	-1	-1	358	5.00	5.00	61820575	61821269	22.52360	296	61820501	61821330	22.52680	346
17	57024331	57025397	.	1000	.	45.02260	-1	-1	592	5.00	5.00	57024533	57025305	19.34010	382	57024331	57025397	25.68250	600
8	71921520	71922382	.	1000	.	44.97492	-1	-1	575	5.00	5.00	71921520	71922351	21.24702	387	71921523	71922382	23.72790	390
15	12117311	12118335	.	1000	.	44.85806	-1	-1	654	5.00	5.00	12117311	12118211	21.06416	409	12117370	12118335	23.79390	595
17	32608097	32608717	.	1000	.	44.65660	-1	-1	338	5.00	5.00	32608168	32608647	18.11720	285	32608097	32608717	26.53940	321
13	120151409	120151990	.	1000	.	44.61460	-1	-1	275	5.00	5.00	120151409	120151916	20.89670	270	120151412	120151990	23.71790	278
17	36226903	36227908	.	1000	.	44.58109	-1	-1	654	5.00	5.00	36226903	36227908	21.40469	439	36226952	36227893	23.17640	596
9	40711841	40712532	.	1000	.	44.56740	-1	-1	380	5.00	5.00	40711880	40712504	19.61450	340	40711841	40712532	24.95290	382
4	141272230	141273964	.	1000	.	44.28744	-1	-1	329	5.00	5.00	141272290	141273964	18.63336	218	141272230	141273962	25.65408	1010
11	5394655	5395488	.	1000	.	44.25461	-1	-1	210	5.00	5.00	5394655	5395061	20.02540	214	5394659	5395488	24.22921	410
7	130964186	130964918	.	1000	.	44.21930	-1	-1	293	5.00	5.00	130964211	130964918	20.10650	269	130964186	130964790	24.11280	292
Y	90819274	90823562	.	1000	.	44.17821	-1	-1	2543	4.56	5.00	90820184	90823562	13.93223	590	90819274	90823442	30.24598	1939
7	89590028	89590622	.	1000	.	44.06260	-1	-1	332	5.00	5.00	89590028	89590581	17.36700	344	89590033	89590622	26.69560	316
17	47940155	47941212	.	1000	.	44.03270	-1	-1	219	5.00	5.00	47940165	47940648	20.61830	207	47940155	47941212	23.41440	222
2	14059812	14061345	.	1000	.	43.91140	-1	-1	1170	5.00	5.00	14059812	14061170	16.29500	186	14059850	14061345	27.61640	629
9	63306032	63306956	.	1000	.	43.89380	-1	-1	557	5.00	5.00	63306289	63306949	19.96970	306	63306032	63306956	23.92410	551
15	100320465	100321123	.	1000	.	43.82310	-1	-1	398	5.00	5.00	100320523	100321090	19.46000	335	100320465	100321123	24.36310	403
15	44482357	44483187	.	1000	.	43.55120	-1	-1	530	5.00	5.00	44482627	44483165	18.12340	258	44482357	44483187	25.42780	532
19	59931702	59932372	.	1000	.	43.47340	-1	-1	359	5.00	5.00	59931751	59932353	20.20020	328	59931702	59932372	23.27320	341
5	33814932	33815982	.	1000	.	43.27940	-1	-1	628	4.41	5.00	33814932	33815944	13.68930	503	33815030	33815982	29.59010	523
11	58213805	58214714	.	1000	.	43.16490	-1	-1	457	5.00	5.00	58213837	58214714	21.00860	439	58213805	58214636	22.15630	444
18	67907696	67908630	.	1000	.	43.12433	-1	-1	636	5.00	5.00	67907796	67908493	21.39446	339	67907696	67908630	21.72987	442
4	149822041	149822709	.	1000	.	43.09380	-1	-1	410	5.00	5.00	149822066	149822684	18.67290	370	149822041	149822709	24.42090	426
5	77122255	77122808	.	1000	.	43.05490	-1	-1	262	5.00	5.00	77122322	77122808	16.77370	199	77122255	77122806	26.28120	259
10	121200274	121201344	.	1000	.	43.02590	-1	-1	395	5.00	5.00	121200386	121201285	16.30490	275	121200274	121201344	26.72100	585
13	93328648	93329182	.	1000	.	43.01650	-1	-1	293	5.00	5.00	93328648	93329171	19.60720	293	93328682	93329182	23.40930	260
1	160861868	160862739	.	1000	.	42.91040	-1	-1	543	5.00	5.00	160861964	160862667	17.24030	465	160861868	160862739	25.67010	525
11	100210280	100211348	.	1000	.	42.88654	-1	-1	427	5.00	5.00	100210280	100211348	19.03775	662	100210393	100211348	23.84879	523
