seqnames	start	end	width	strand	Conc	Conc_TG	Conc_WT	Fold	p.value	FDR
12	100446196	100446596	401	*	7.5516283225877	5.87488371884566	8.30626989413787	-2.32820900138057	1.32528542343062e-29	8.4081997419876e-28
19	7183456	7183856	401	*	8.16220172707557	6.70877376078638	8.87135756525698	-2.08157310815703	1.39700060685006e-29	8.7745608116252e-28
2	26127178	26127578	401	*	7.98884488173897	6.51492147843444	8.70253898766814	-2.10605543560604	1.61564757678815e-29	1.0047408346343e-27
4	26346486	26346886	401	*	8.28539963128174	6.94372231747221	8.96836688628565	-1.95655279938696	5.29921005395062e-29	3.2631704263592e-27
7	99770529	99770929	401	*	8.32327348559768	6.95234481579353	9.01333983531461	-1.98695343438661	1.13854858013799e-28	6.94293556489975e-27
11	3239663	3240063	401	*	8.06651283095559	6.71970304778165	8.75073868061795	-1.96771601046086	1.24509805307951e-28	7.51967391480038e-27
4	132366146	132366546	401	*	7.79896153618688	6.26493849579473	8.52551979459448	-2.17168287919675	2.45559826037091e-28	1.46891549270378e-26
5	134205425	134205825	401	*	8.11956873763413	6.77824468993916	8.80244915870373	-1.9553865979338	2.78141436972387e-28	1.64811921285242e-26
10	128641182	128641582	401	*	8.29647992207966	6.98316783829986	8.9723897603024	-1.92181863472939	2.91878273579391e-28	1.71335274425435e-26
11	77872473	77872873	401	*	8.51918698639438	7.28221324301086	9.17521496246112	-1.83349624732442	3.85190659083647e-28	2.24016900898555e-26
7	118454746	118455146	401	*	7.94911144993835	6.45610991435768	8.66695991027101	-2.12808951468689	4.22793288348768e-28	2.43629783864093e-26
1	9615401	9615801	401	*	7.68649912499872	6.15119453875444	8.41332468297621	-2.17532686041096	4.85831035488619e-28	2.77409521264001e-26
14	55909202	55909602	401	*	7.99316058094805	6.65231929411055	8.67592229502042	-1.95951780246003	5.77708671908422e-28	3.2689983497809e-26
11	57409267	57409667	401	*	8.24923365341813	6.93424581684011	8.92556526466589	-1.92341543481164	6.32440069462397e-28	3.54674649669046e-26
7	44198023	44198423	401	*	7.72945121286535	6.25508643371996	8.4432421887402	-2.10758557455138	1.30547935363721e-27	7.2563856815888e-26
9	57672046	57672446	401	*	8.28090113287312	6.96545377953103	8.95734829358103	-1.92471837738753	2.03940608552408e-27	1.12364119501551e-25
4	152017966	152018366	401	*	8.44556347888796	7.29067664644979	9.07866783041108	-1.73872318952057	2.21899879938972e-27	1.21195925730146e-25
7	15832050	15832450	401	*	8.54478979830347	7.38656548597493	9.17885916063721	-1.74074882486513	2.31990531581147e-27	1.25614873177688e-25
2	18061115	18061515	401	*	8.10068808037407	6.78476478754064	8.77725487163348	-1.92416218338829	2.55959537522365e-27	1.37408705570767e-25
15	81755923	81756323	401	*	8.15601625113346	6.74047178218491	8.85657293697997	-2.03215841578174	2.91191759226029e-27	1.54997918618533e-25
7	28297149	28297549	401	*	7.43208642422286	5.79336701561988	8.17956714564717	-2.28297741059742	3.21405277775237e-27	1.69642567202207e-25
2	155985925	155986325	401	*	8.00402331819966	6.63464757158713	8.69371726037697	-1.98291446253669	3.67068371074773e-27	1.92129703226721e-25
13	93328751	93329151	401	*	7.90200294006017	6.50962747897306	8.597162014265	-2.01201965010309	6.14362517940625e-27	3.18909997949179e-25
12	85421527	85421927	401	*	8.2163395439153	6.98364482237551	8.87121323739138	-1.82866784610127	6.68646845588879e-27	3.44243511241291e-25
4	117407340	117407740	401	*	8.46469589787052	7.3237142946159	9.09374849131153	-1.719780024428	9.29011024564906e-27	4.74399857340827e-25
5	123858849	123859249	401	*	8.45459747725259	7.29366300114467	9.08944835201393	-1.74796901833904	1.67894781341393e-26	8.50441227101041e-25
2	158636582	158636982	401	*	7.91638052134526	6.58627704316214	8.59648905401702	-1.94208280909056	3.89937865281918e-26	1.95935978546858e-24
14	58035465	58035865	401	*	8.13171038865473	6.88922156403178	8.78921968441573	-1.84633407666182	5.12197718704691e-26	2.55326497713029e-24
3	130523861	130524261	401	*	8.41724400901055	7.24819996701399	9.05442212808935	-1.74973016260543	5.61552818626258e-26	2.77725453054451e-24
2	53081096	53081496	401	*	8.77427663750716	7.66275328781012	9.39457673782003	-1.68013901808339	7.21332359256473e-26	3.53960042850774e-24
5	69714070	69714470	401	*	8.20371273122477	6.95532888949662	8.86279747655913	-1.84174742307709	7.42797289259836e-26	3.61624139499887e-24
2	31042126	31042526	401	*	7.6557439583728	6.14021115409339	8.37841345899551	-2.13794370674354	7.48465819694083e-26	3.61624139499887e-24
10	84753221	84753621	401	*	8.16560407943721	6.89329254310113	8.8310005595341	-1.8768414834222	1.14164078117199e-25	5.47377537903913e-24
10	13199877	13200277	401	*	7.29492983005482	5.6031502714593	8.05234155565545	-2.34158775916176	1.4977352114749e-25	7.12672338126808e-24
11	74540063	74540463	401	*	8.91357537847266	7.87504462876416	9.51115612654539	-1.59160951539119	1.924613746416e-25	9.08909694829995e-24
1	84817120	84817520	401	*	8.40477791176517	7.29846746380605	9.02350486129635	-1.6795059418408	1.98956277594702e-25	9.3257043251666e-24
11	84070303	84070703	401	*	8.41316947502788	7.19508684062415	9.06406853727584	-1.8055575876353	2.50937362530338e-25	1.15901755520747e-23
15	27630640	27631040	401	*	8.45363337043744	7.16404586934287	9.12350556672921	-1.8851068419254	2.50957470957198e-25	1.15901755520747e-23
15	81695796	81696196	401	*	7.96868516384161	6.68431411243788	8.63721302794938	-1.88322980078112	2.5498202383962e-25	1.16900882608515e-23
17	13211231	13211631	401	*	8.56039888682962	7.46314479992901	9.17637513453533	-1.66278864877924	2.94945270609553e-25	1.34242843818739e-23
18	77861423	77861823	401	*	8.17715378119262	6.94009901904903	8.83320357048115	-1.82618822187135	6.99612465848366e-25	3.16134237265725e-23
7	105289498	105289898	401	*	8.32949523222044	7.20433162642425	8.95387688884744	-1.69742199845071	8.33167881453291e-25	3.73794818814866e-23
10	127871234	127871634	401	*	8.44540879676492	7.27032885195356	9.0843081815255	-1.75246473110625	9.52971320427682e-25	4.24511550610374e-23
15	86098684	86099084	401	*	7.73728476176873	6.35292132604109	8.43055226356686	-1.9918543007521	1.06837455391761e-24	4.72567645996938e-23
4	118266244	118266644	401	*	7.87805738721866	6.56306853743144	8.55438925329729	-1.91370771077298	1.77983550804469e-24	7.81758519302706e-23
10	87982658	87983058	401	*	7.82730073904569	6.48884488599187	8.50947516711752	-1.94324902939365	2.02366361095202e-24	8.82682718082614e-23
5	108582051	108582451	401	*	7.77887316954569	6.29803703403389	8.49408029118634	-2.09132024268722	2.62890839442309e-24	1.1387705948532e-22
3	107241145	107241545	401	*	8.18481394489028	6.9610973464295	8.83725156984898	-1.80933450128209	2.75006883903311e-24	1.1830946834224e-22
15	98043335	98043735	401	*	7.99193802605785	6.6511187401198	8.67469432910747	-1.93893807720209	4.2661757055194e-24	1.82284691199778e-22
17	23892565	23892965	401	*	8.416407860244	7.23151632397528	9.05808557012272	-1.76185401008319	4.73775888598118e-24	2.01066645694918e-22
6	85408753	85409153	401	*	7.79345873868799	6.47456617169603	8.47077076281397	-1.9288820881409	8.06132341184029e-24	3.39819948656167e-22
19	21630045	21630445	401	*	8.07888966457466	6.87835331352735	8.72494769780688	-1.78260186453345	1.35455375826943e-23	5.67196810379354e-22
11	121342564	121342964	401	*	8.26782017530091	7.11401526204541	8.90061107855511	-1.72523046583565	1.43867875208472e-23	5.98433194824112e-22
4	129355239	129355639	401	*	8.20039497581082	7.04656610584434	8.83319282296748	-1.72604200042105	1.61068621804915e-23	6.65573693129389e-22
16	36695118	36695518	401	*	7.93295519517434	6.61421499022507	8.6102290259278	-1.91421014684484	2.07602650857741e-23	8.52256372573512e-22
15	12117755	12118155	401	*	8.33080945718046	7.1155408691524	8.98093716954555	-1.79449896131549	3.0493907353837e-23	1.24371579278864e-21
1	39406735	39407135	401	*	7.78541393079767	6.53117633119632	8.44605505180902	-1.84617976264899	4.66691356164874e-23	1.89115381165908e-21
16	4442601	4443001	401	*	7.97515001396192	6.73048055002884	8.63324303885796	-1.82790192757636	5.97914981756694e-23	2.40737435923961e-21
1	180553389	180553789	401	*	7.82227183461418	6.55690673534626	8.48584956242184	-1.85226583588414	9.57272824241168e-23	3.8297010248782e-21
3	144824438	144824838	401	*	7.4995026219028	6.12503735165474	8.19041523410919	-1.97597973977119	1.46580599486836e-22	5.82704269225834e-21
7	28075681	28076081	401	*	7.41417438040167	5.99493585482497	8.11558183136724	-2.02610252402645	3.12098053450496e-22	1.23288545517142e-20
4	21847812	21848212	401	*	7.2563239779871	5.70508727362574	7.98644876143613	-2.16554062581086	3.45068293457318e-22	1.35460871950338e-20
14	122771532	122771932	401	*	8.06559561477997	6.80394802909515	8.7281954531538	-1.8427451173929	4.10330062629325e-22	1.60079697104024e-20
15	51740617	51741017	401	*	7.65071245723285	6.37319241719684	8.31746542806203	-1.86811209245235	4.86558228339016e-22	1.88646434086257e-20
5	115703090	115703490	401	*	7.46825689219851	6.06405083782047	8.16618545531875	-2.00355781957513	7.20121240504432e-22	2.77489663288855e-20
14	79635152	79635552	401	*	7.54535506471509	6.14405963123852	8.24260486134264	-1.99804826762004	1.44882275774903e-21	5.54881447647661e-20
6	94477110	94477510	401	*	8.00471965049039	6.77362887338722	8.65915955216642	-1.80657869844343	1.77997298788071e-21	6.77576384053256e-20
10	79744380	79744780	401	*	8.37469513401994	7.31861527295695	8.97787673903478	-1.6042422046429	2.12392257364667e-21	8.03636005124983e-20
9	50514940	50515340	401	*	7.8064742977213	6.58139759633665	8.45928220471554	-1.80056216690286	2.2743034669117e-21	8.55383238064215e-20
8	61343252	61343652	401	*	7.25161458324801	5.67007554106001	7.98789450977906	-2.18327260582163	2.34890879513855e-21	8.78184294182455e-20
11	102631369	102631769	401	*	6.34029779991543	3.46160360512318	7.23872685259091	-3.33185713639098	2.68278153150161e-21	9.97074011796546e-20
2	18677044	18677444	401	*	7.54886273689804	6.22945485888643	8.22630389929672	-1.90497740443842	4.73270597556399e-21	1.74859566073632e-19
5	143951557	143951957	401	*	7.55048610419349	6.28869806250437	8.21312294731142	-1.846991233113	5.89832127782265e-21	2.16651204362597e-19
2	179712184	179712584	401	*	7.68746679655686	6.44367325204032	8.34532548347058	-1.82033383192821	7.17310344535384e-21	2.61943388024811e-19
19	12773326	12773726	401	*	7.5919595828651	6.3519967715458	8.24879129726941	-1.82142309254968	7.5066534493748e-21	2.71860520279712e-19
18	46413723	46414123	401	*	7.48481973242464	6.10937520412498	8.17596621428335	-1.96365800987113	7.53124192464096e-21	2.71860520279712e-19
16	84631711	84632111	401	*	8.35056007317808	7.25340556445083	8.96650595051997	-1.64928485773087	1.23352067367276e-20	4.42728191505062e-19
14	52434545	52434945	401	*	7.8534174123346	6.70117432882822	8.48575529489113	-1.71579989736748	1.46239394761822e-20	5.21891840056254e-19
7	127112006	127112406	401	*	7.54768227878197	6.25814729671891	8.21754097082272	-1.88099948366805	1.4976682762589e-20	5.31460703004642e-19
17	56525678	56526078	401	*	8.12382260433339	6.9331341430661	8.76713046557673	-1.75900766242137	1.88458510713128e-20	6.65004441454582e-19
18	40352227	40352627	401	*	8.16870700716446	6.99747978117948	8.8065087761413	-1.73315871831368	2.29828342114878e-20	8.06453528951702e-19
3	146227015	146227415	401	*	7.88942232615177	6.69462907720969	8.5338794310565	-1.76195778503053	2.35146038470963e-20	8.20529037575622e-19
15	102378731	102379131	401	*	8.32419958070269	7.23357484764182	8.93814795486767	-1.63986576717553	2.48004700271607e-20	8.60617415693902e-19
7	12655984	12656384	401	*	8.30805459919416	7.21712592263058	8.92209621404244	-1.64031219837403	2.72044387551852e-20	9.3885208693032e-19
18	13105057	13105457	401	*	6.97264396273097	5.26592053994469	7.73277542033378	-2.30605367076161	2.82944092337564e-20	9.71132155176087e-19
19	5012120	5012520	401	*	7.95239875267619	6.82000800579155	8.57892276261454	-1.69031972643233	2.94141170789584e-20	1.00407646398336e-18
3	96079595	96079995	401	*	7.99313551382171	6.87372533054521	8.61580169261852	-1.6760054429999	3.07230476299641e-20	1.04308898466921e-18
7	120276559	120276959	401	*	7.5866402526084	6.24357439973637	8.26994855838879	-1.92373802684904	3.4905603494751e-20	1.17872094382006e-18
15	102111862	102112262	401	*	7.96234798791565	6.76636434488753	8.60713759310965	-1.76435300900731	5.11622515804693e-20	1.71844974426164e-18
13	67961678	67962078	401	*	7.76712625166934	6.59832765534848	8.4042341806509	-1.7367075596448	6.33704390840786e-20	2.11717940365477e-18
10	58091088	58091488	401	*	7.55880553628845	6.32154440964781	8.21491087944544	-1.81502148943144	1.16032294329474e-19	3.85607852213454e-18
7	120418383	120418783	401	*	6.79937867570986	4.93695927226696	7.58596275025088	-2.4609558850626	1.36213935579632e-19	4.50294594408248e-18
15	97991085	97991485	401	*	8.14180141279899	7.09812147028105	8.74103487193871	-1.58407849931092	1.49304373794482e-19	4.90984697279133e-18
7	125043563	125043963	401	*	7.17707801388309	5.74899024411744	7.88051264203831	-2.01768002190552	2.39491399359197e-19	7.83461187174541e-18
5	31771115	31771515	401	*	7.74131010735186	6.62213104888183	8.36390718671159	-1.67504369429218	4.2806808568966e-19	1.39310655244392e-17
6	39787699	39788099	401	*	7.93402035009742	6.90253658781702	8.52932658596354	-1.56976812167086	7.03038784336499e-19	2.2761786620709e-17
19	37184705	37185105	401	*	7.90764582273937	6.84011522837691	8.51443388278954	-1.60981028955586	7.74931596442014e-19	2.49607454218066e-17
8	11805850	11806250	401	*	6.87402187404245	5.23698107634789	7.62118127878825	-2.24188191350999	8.68320386323063e-19	2.7826124216812e-17
6	83085861	83086261	401	*	8.53247909800439	7.55091994976385	9.1112418923993	-1.50461724811152	1.99510768460802e-18	6.3610514553416e-17
9	86903885	86904285	401	*	7.77882191731645	6.70081126464062	8.38887792540734	-1.62191192992451	3.72303183679544e-18	1.18102843267233e-16
19	3962271	3962671	401	*	8.45261027914904	6.59427095574889	9.23854279806156	-2.43865364202719	4.14513802568264e-18	1.30832220800566e-16
8	123008311	123008711	401	*	7.82045474201763	6.72077780543003	8.43716909281892	-1.64333523066928	5.17397948108397e-18	1.62488825603442e-16
9	44792538	44792938	401	*	10.1095100178871	8.7358565971966	10.8002285923257	-1.95501377335846	8.46706083928822e-18	2.64585120057559e-16
